rank,Net Worth ($B),Age,Country of Residence,City of Residence,Source,Industries,Origin Country,Self Made,Gender,Surname,First Name,Birth Year,Residence Country CPI Inflation Percentage,Residence Country GDP,Residence Country Tertiary Education Enrollment Percentage,Country of Residence Life Expectancy,Country of Residence Population
2133,1.3,63,China,Nanjing,Retail,Fashion & Retail,China,True,M,Wang,Jianguo,1960,25.1%,19910000000000,50.6%,77.0,1397715000
2133,1.3,54,China,Shanghai,Airline,Service,China,True,M,Wang,Junjin,1968,25.1%,19910000000000,50.6%,77.0,1397715000
2133,1.3,55,China,Shenzhen,Electronics components,Manufacturing,China,True,M,Wang,Mingwang,1967,25.1%,19910000000000,50.6%,77.0,1397715000
2133,1.3,47,China,Shanghai,Software,Technology,China,True,M,Wei,Lidong,1976,25.1%,19910000000000,50.6%,77.0,1397715000
2133,1.3,50,China,Chengdu,Battery components,Manufacturing,China,True,F,Wu,Xiaoge,1972,25.1%,19910000000000,50.6%,77.0,1397715000
2133,1.3,74,China,Wuhu,Internet,Diversified,China,True,M,Wu,Xushun,1948,25.1%,19910000000000,50.6%,77.0,1397715000
2133,1.3,57,China,Shenzhen,Medical devices,Healthcare,China,True,M,Xiong,Xiaochuan,1966,25.1%,19910000000000,50.6%,77.0,1397715000
2133,1.3,60,China,Shenzhen,Software,Technology,China,True,M,Xu,Shaochun,1963,25.1%,19910000000000,50.6%,77.0,1397715000
2133,1.3,53,China,Beijing,Software,Technology,China,True,F,Yan,Jane,1969,25.1%,19910000000000,50.6%,77.0,1397715000
2133,1.3,54,China,Changsha,Aluminum products,Manufacturing,China,True,M,Zeng,Chaoyi,1969,25.1%,19910000000000,50.6%,77.0,1397715000
2133,1.3,52,China,Beijing,Online recruitment,Service,China,True,M,Zhao,Peng,1971,25.1%,19910000000000,50.6%,77.0,1397715000
2133,1.3,49,Ukraine,Kiev,Mining,Metals & Mining,Ukraine,True,M,Zhevago,Kostyantin,1974,181.7%,153781069118,82.7%,71.6,44385155
2133,1.3,65,China,Jinan,Semiconductor materials,Manufacturing,China,True,M,Zong,Yanmin,1957,25.1%,19910000000000,50.6%,77.0,1397715000
2259,1.2,52,India,Jaipur,Banking,Finance & Investments,India,True,M,Agarwal,Sanjay,1970,80.4%,2611000000000,28.1%,69.4,1366417754
2259,1.2,63,Qatar,Doha,Investments,Finance & Investments,Qatar,False,M,Al Thani,Hamad bin Jassim bin Jaber,1959,15.4%,183466208791,17.9%,80.1,2832067
2259,1.2,70,Brazil,São Paulo,Pharmaceuticals,Diversified,Brazil,True,M,Alves de Queiroz Filho,Joao,1953,67.4%,1839758040766,51.3%,75.7,212559417
2259,1.2,60,Switzerland,Gstaad,Steel,Metals & Mining,Spain,False,M,Aristrain,Jose Maria,1962,-0.5%,703082435360,59.6%,83.6,8574832
2259,1.2,50,United States,Nyack,Finance,Finance & Investments,United States,True,M,Arougheti,Michael,1972,17.2%,21427700000000,88.2%,78.5,328239523
2259,1.2,41,United States,Atlanta,Software,Technology,United States,True,M,Awotona,Tope,1981,17.2%,21427700000000,88.2%,78.5,328239523
2259,1.2,66,Turkey,Istanbul,Hospitals,Healthcare,Turkey,True,M,Aydinlar,Mehmet,1956,134.4%,754411708203,23.9%,77.4,83429615
2259,1.2,55,Israel,Herzliya,Real estate,Real Estate,Israel,False,F,Azrieli,Danna,1967,8.2%,395098666122,63.4%,82.8,9053300
2259,1.2,57,Canada,Toronto,Real estate,Real Estate,Canada,False,F,Azrieli,Naomi,1965,16.8%,1736425629520,68.9%,81.9,36991981
2259,1.2,62,Canada,Montreal,Real estate,Real Estate,Canada,False,F,Azrieli,Sharon,1960,16.8%,1736425629520,68.9%,81.9,36991981
2259,1.2,59,China,Ningbo,Lithium battery,Energy,China,True,M,Bai,Houshan,1964,25.1%,19910000000000,50.6%,77.0,1397715000
2259,1.2,86,United States,Aspen,Money management,Finance & Investments,United States,True,M,Bailey,Thomas,1937,17.2%,21427700000000,88.2%,78.5,328239523
2259,1.2,46,Germany,Melsungen,Medical technology,Healthcare,Germany,False,M,Braun-Luedicke,Bernhard,1977,12.8%,3845630030824,70.2%,80.9,83132799
2259,1.2,36,Germany,Melsungen,Medical technology,Healthcare,Germany,False,F,Braun-Luedicke,Eva Maria,1987,12.8%,3845630030824,70.2%,80.9,83132799
2259,1.2,39,Germany,Melsungen,Medical technology,Healthcare,Germany,False,F,Braun-Luedicke,Friederike,1984,12.8%,3845630030824,70.2%,80.9,83132799
2259,1.2,78,Malaysia,Kuala Lumpur,"Property, healthcare",Real Estate,Malaysia,True,M,Cheah,Jeffrey,1945,21.5%,364701517788,45.1%,76.0,32447385
2259,1.2,63,China,Hefei,Food,Food & Beverage,China,True,M,Chen,Xianbao,1959,25.1%,19910000000000,50.6%,77.0,1397715000
2259,1.2,54,China,Hefei,Pharmaceuticals,Healthcare,China,True,M,Cheng,Xianfeng,1968,25.1%,19910000000000,50.6%,77.0,1397715000
2259,1.2,54,South Korea,Seoul,Retail,Fashion & Retail,South Korea,False,M,Chung,Yong-jin,1968,15.2%,2029000000000,94.3%,82.6,51709098
2259,1.2,82,United States,Dallas,Software,Service,United States,True,M,Deason,Darwin,1940,17.2%,21427700000000,88.2%,78.5,328239523
2259,1.2,69,Italy,Sant'' Elpidio A Mare,Shoes,Fashion & Retail,Italy,False,M,Della Valle,Diego,1953,10.6%,2001244392042,61.9%,82.9,60297396
2259,1.2,71,India,Surat,Specialty chemicals,Manufacturing,India,True,M,Desai,Ashwin,1951,80.4%,2611000000000,28.1%,69.4,1366417754
2259,1.2,71,United Kingdom,London,Publishing,Media & Entertainment,United Kingdom,True,M,Desmond,Richard,1951,19.6%,2827113184696,60.0%,81.3,66834405
2259,1.2,52,China,Quanzhou,"Sneakers, sportswear",Fashion & Retail,China,False,M,Ding,Shui Po,1970,25.1%,19910000000000,50.6%,77.0,1397715000
2259,1.2,85,Turkey,Istanbul,Fashion retail,Fashion & Retail,Turkey,True,M,Dizdar,Sefik Yilmaz,1938,134.4%,754411708203,23.9%,77.4,83429615
2259,1.2,60,Germany,Potsdam,Media,Media & Entertainment,Germany,False,M,Doepfner,Mathias,1963,12.8%,3845630030824,70.2%,80.9,83132799
2259,1.2,84,United States,Denver,Solar panels,Manufacturing,United States,True,M,Ebrahimi,Farhad,1939,17.2%,21427700000000,88.2%,78.5,328239523
2259,1.2,65,Brazil,Sao Paulo,Diversified,Diversified,Brazil,False,M,Ermirio de Moraes,Jose Roberto,1957,67.4%,1839758040766,51.3%,75.7,212559417
2259,1.2,70,Brazil,Sao Paulo,Diversified,Diversified,Brazil,False,M,Ermirio de Moraes Neto,Jose,1952,67.4%,1839758040766,51.3%,75.7,212559417
2259,1.2,56,China,Shunde,Home appliances,Manufacturing,China,True,M,Fang,Hongbo,1967,25.1%,19910000000000,50.6%,77.0,1397715000
2259,1.2,66,Brazil,São Paulo,Pulp and paper,Manufacturing,Brazil,False,M,Feffer,David,1956,67.4%,1839758040766,51.3%,75.7,212559417
2259,1.2,30,United Kingdom,Birmingham,Fitness clothing,Fashion & Retail,United Kingdom,True,M,Francis,Ben,1992,19.6%,2827113184696,60.0%,81.3,66834405
2259,1.2,65,United States,Belvedere,Furniture retail,Fashion & Retail,United States,True,M,Friedman,Gary,1957,17.2%,21427700000000,88.2%,78.5,328239523
2259,1.2,49,Israel,Bnei Brak,Mining,Metals & Mining,Israel,False,M,Gertler,Dan,1973,8.2%,395098666122,63.4%,82.8,9053300
2259,1.2,56,India,Mumbai,Textiles,Manufacturing,India,True,M,Goenka,Balkrishan,1966,80.4%,2611000000000,28.1%,69.4,1366417754
2259,1.2,63,United States,New York,Private equity,Finance & Investments,United States,True,M,Golub,Lawrence,1959,17.2%,21427700000000,88.2%,78.5,328239523
2259,1.2,72,India,Delhi,Steel tubes,Manufacturing,India,True,F,Gupta,Saroj Rani,1950,80.4%,2611000000000,28.1%,69.4,1366417754
2259,1.2,67,Australia,Melbourne,Technology,Technology,Australia,True,M,Hall,Anthony,1955,19.8%,1392680589329,113.1%,82.7,25766605
2259,1.2,42,United Kingdom,London,"Construction, investments",Construction & Engineering,Lebanon,False,M,Hariri,Fahed,1980,19.6%,2827113184696,60.0%,81.3,66834405
2259,1.2,75,United States,Philadelphia,Urban Outfitters,Fashion & Retail,United States,True,M,Hayne,Richard,1947,17.2%,21427700000000,88.2%,78.5,328239523
2259,1.2,73,Australia,Melbourne,Financial services,Finance & Investments,Australia,True,M,Heine,Michael,1949,19.8%,1392680589329,113.1%,82.7,25766605
2259,1.2,43,United States,Seattle,Software,Technology,United States,True,M,Hindawi,Orion,1980,17.2%,21427700000000,88.2%,78.5,328239523
2259,1.2,58,China,Ningbo,"Textiles, apparel",Fashion & Retail,China,True,M,Huang,Guanlin,1965,25.1%,19910000000000,50.6%,77.0,1397715000
2259,1.2,68,Australia,Melbourne,Technology,Technology,Australia,True,M,Hupert,Sam,1954,19.8%,1392680589329,113.1%,82.7,25766605
2259,1.2,76,United Kingdom,London,Communications,Telecom,United Kingdom,True,M,Ibrahim,Mohammed,1946,19.6%,2827113184696,60.0%,81.3,66834405
2259,1.2,55,United States,Los Angeles,Finance,Finance & Investments,United States,True,M,Kaplan,David,1967,17.2%,21427700000000,88.2%,78.5,328239523
2259,1.2,42,United States,Hidden Hills,"Shapewear, cosmetics, reality TV",Fashion & Retail,United States,True,F,Kardashian,Kim,1980,17.2%,21427700000000,88.2%,78.5,328239523
2259,1.2,57,China,Shanghai,Auto parts,Manufacturing,China,True,M,Ke,Guihua,1965,25.1%,19910000000000,50.6%,77.0,1397715000
2259,1.2,56,China,Guangzhou,Retailing,Healthcare,China,True,M,Ke,Yunfeng,1967,25.1%,19910000000000,50.6%,77.0,1397715000
2259,1.2,55,Russia,Moscow,Real estate,Real Estate,Russia,True,M,Klyachin,Alexander,1967,80.8%,1699876578871,81.9%,72.7,144373535
2259,1.2,65,Germany,Berlin,Building materials,Manufacturing,Germany,False,F,Knauf,Christine,1957,12.8%,3845630030824,70.2%,80.9,83132799
2259,1.2,65,Germany,Iphofen,Building materials,Manufacturing,Germany,False,M,Knauf,Karl,1957,12.8%,3845630030824,70.2%,80.9,83132799
2259,1.2,86,India,Chennai,Auto parts,Automotive,India,False,M,Krishna,Suresh,1936,80.4%,2611000000000,28.1%,69.4,1366417754
2259,1.2,63,Canada,Montreal,Cirque du Soleil,Media & Entertainment,Canada,True,M,Laliberté,Guy,1960,16.8%,1736425629520,68.9%,81.9,36991981
2259,1.2,53,China,Hangzhou,Petro Fibre,Manufacturing,China,True,M,Li,Guoqing,1970,25.1%,19910000000000,50.6%,77.0,1397715000
2259,1.2,59,China,Shenzhen,Pharmaceuticals,Healthcare,China,True,M,Li,Li,1964,25.1%,19910000000000,50.6%,77.0,1397715000
2259,1.2,43,China,Beijing,Medical services,Healthcare,China,True,M,Li,Ruiqiang,1979,25.1%,19910000000000,50.6%,77.0,1397715000
2259,1.2,59,China,Hefei,Lithium batteries,Manufacturing,China,True,M,Li,Zhen,1964,25.1%,19910000000000,50.6%,77.0,1397715000
2259,1.2,59,China,Shenzhen,Conglomerate,Manufacturing,China,True,M,Liang,Guangwei,1963,25.1%,19910000000000,50.6%,77.0,1397715000
2259,1.2,68,United States,San Diego,Software,Technology,United States,True,M,Luddy,Frederic,1954,17.2%,21427700000000,88.2%,78.5,328239523
2259,1.2,63,United States,Boulder,Cargill,Food & Beverage,United States,False,M,MacMillan,Cargill,1959,17.2%,21427700000000,88.2%,78.5,328239523
2259,1.2,73,United States,Plymouth,Cargill,Food & Beverage,United States,False,M,MacMillan,John,1949,17.2%,21427700000000,88.2%,78.5,328239523
2259,1.2,71,United States,Orono,Cargill,Food & Beverage,United States,False,F,MacMillan,Martha,1951,17.2%,21427700000000,88.2%,78.5,328239523
2259,1.2,68,United States,Englewood,Cargill,Food & Beverage,United States,False,M,MacMillan,William,1954,17.2%,21427700000000,88.2%,78.5,328239523
2259,1.2,99,India,Mumbai,Diversified,Diversified,India,False,M,Mahindra,Keshub,1923,80.4%,2611000000000,28.1%,69.4,1366417754
2259,1.2,60,China,Changsha,Manufacturing,Manufacturing,China,True,M,Mao,Zhongwu,1962,25.1%,19910000000000,50.6%,77.0,1397715000
2259,1.2,60,United States,Miami,Construction,Construction & Engineering,United States,False,M,Mas,Jorge,1963,17.2%,21427700000000,88.2%,78.5,328239523
2259,1.2,57,Hungary,Felcsút,Diversified,Diversified,Hungary,True,M,Meszaros,Lorinc,1966,21.6%,160967157504,48.5%,75.8,9769949
2259,1.2,66,United States,Minnetonka,Data management,Technology,United States,True,M,Michael,Jeffrey,1956,17.2%,21427700000000,88.2%,78.5,328239523
2259,1.2,85,United States,Lower Merion,Healthcare services,Healthcare,United States,True,M,Miller,Alan,1937,17.2%,21427700000000,88.2%,78.5,328239523
2259,1.2,68,Brazil,Sao Paulo,Diversified,Diversified,Brazil,False,F,Moraes,Neide Helena de,1955,67.4%,1839758040766,51.3%,75.7,212559417
2259,1.2,50,United States,New York,Private equity,Finance & Investments,United States,True,M,Nuttall,Scott,1972,17.2%,21427700000000,88.2%,78.5,328239523
2259,1.2,56,Germany,Berlin,Candy,Food & Beverage,Germany,False,M,Oberwelland,Axel,1967,12.8%,3845630030824,70.2%,80.9,83132799
2259,1.2,48,United States,Miami Beach,Stock photos,Technology,United States,True,M,Oringer,Jonathan,1974,17.2%,21427700000000,88.2%,78.5,328239523
2259,1.2,58,Russia,Murmansk,Fisheries,Food & Beverage,Russia,True,M,Orlov,Vitaly,1965,80.8%,1699876578871,81.9%,72.7,144373535
2259,1.2,82,Brazil,Rio de Janeiro,Shopping malls,Real Estate,Brazil,True,M,Peres,Jose Isaac,1940,67.4%,1839758040766,51.3%,75.7,212559417
2259,1.2,43,Sweden,Stockholm,Computer games,Media & Entertainment,Sweden,True,M,Persson,Markus,1979,10.5%,530832908738,67.0%,82.5,10285453
2259,1.2,57,United States,San Francisco,Online games,Technology,United States,True,M,Pincus,Mark,1966,17.2%,21427700000000,88.2%,78.5,328239523
2259,1.2,82,Indonesia,Jakarta,Diversified,Diversified,Indonesia,False,M,Poo,Murdaya,1941,51.2%,1119190780753,36.3%,71.5,270203917
2259,1.2,90,United States,Cleveland,Health care,Healthcare,United States,True,M,Preston,Forrest,1933,17.2%,21427700000000,88.2%,78.5,328239523
2259,1.2,57,China,Nanyang,Pig breeding,Food & Beverage,China,True,F,Qian,Ying,1966,25.1%,19910000000000,50.6%,77.0,1397715000
2259,1.2,76,United States,Abbeville,Lumber,Manufacturing,United States,True,M,Rane,Jimmy,1946,17.2%,21427700000000,88.2%,78.5,328239523
2259,1.2,59,Switzerland,Lugano,Investments,Finance & Investments,Russia,True,M,Rappoport,Andrei,1963,-0.5%,703082435360,59.6%,83.6,8574832
2259,1.2,65,Brazil,Rondonopolis,Agribusiness,Food & Beverage,Brazil,False,M,Ribeiro,Hugo,1957,67.4%,1839758040766,51.3%,75.7,212559417
2259,1.2,59,United States,Los Angeles,Finance,Finance & Investments,United States,True,M,Rosenthal,Bennett,1963,17.2%,21427700000000,88.2%,78.5,328239523
2259,1.2,52,India,Mumbai,Real estate,Real Estate,India,False,M,Ruia,Atul,1971,80.4%,2611000000000,28.1%,69.4,1366417754
2259,1.2,62,United Kingdom,London,Hedge funds,Finance & Investments,Sweden,True,M,Sandell,Thomas,1961,19.6%,2827113184696,60.0%,81.3,66834405
2259,1.2,65,Canada,Montreal,Cheese,Food & Beverage,Canada,False,M,Saputo,Francesco,1957,16.8%,1736425629520,68.9%,81.9,36991981
2259,1.2,78,United Arab Emirates,Dubai,"Engineering, sugar",Construction & Engineering,India,False,M,Sawhney,Dhruv,1944,14.5%,421142267938,36.8%,77.8,9770529
2259,1.2,81,Canada,Toronto,Finance,Finance & Investments,Canada,True,M,Schwartz,Gerald,1941,16.8%,1736425629520,68.9%,81.9,36991981
2259,1.2,80,United Kingdom,London,Cosmetics,Fashion & Retail,Brazil,True,M,Seabra,Antonio Luiz,1943,19.6%,2827113184696,60.0%,81.3,66834405
2259,1.2,52,China,Guangzhou,Online apparel retail,Technology,China,True,M,Shen,Eric Ya,1971,25.1%,19910000000000,50.6%,77.0,1397715000
2259,1.2,43,United States,San Francisco,Software,Technology,Netherlands,True,M,Sijbrandij,Sytse 'Sid',1979,17.2%,21427700000000,88.2%,78.5,328239523
2259,1.2,43,Germany,Munich,Car rentals,Automotive,Germany,False,M,Sixt,Alexander,1979,12.8%,3845630030824,70.2%,80.9,83132799
2259,1.2,40,Germany,Munich,Car rentals,Automotive,Germany,False,M,Sixt,Konstantin,1982,12.8%,3845630030824,70.2%,80.9,83132799
2259,1.2,73,Indonesia,Jakarta,"Coal, investments",Energy,Indonesia,False,M,Soeryadjaya,Edwin,1949,51.2%,1119190780753,36.3%,71.5,270203917
2259,1.2,49,India,Mumbai,Healthcare,Healthcare,India,True,M,Soi,Abhay,1973,80.4%,2611000000000,28.1%,69.4,1366417754
2259,1.2,52,United Kingdom,London,Software,Technology,United States,True,M,Speiser,Mike,1971,19.6%,2827113184696,60.0%,81.3,66834405
2259,1.2,51,Italy,Milan,Chemical products,Construction & Engineering,Italy,False,M,Squinzi,Marco,1971,10.6%,2001244392042,61.9%,82.9,60297396
2259,1.2,51,Italy,Milan,Chemical products,Construction & Engineering,Italy,False,F,Squinzi,Veronica,1972,10.6%,2001244392042,61.9%,82.9,60297396
2259,1.2,82,United States,Mount Kisco,Hedge funds,Finance & Investments,United States,True,M,Steinhardt,Michael,1940,17.2%,21427700000000,88.2%,78.5,328239523
2259,1.2,58,United States,Berkeley,Data analytics,Technology,Romania,True,M,Stoica,Ion,1965,17.2%,21427700000000,88.2%,78.5,328239523
2259,1.2,77,Indonesia,Jakarta,Coal,Metals & Mining,Indonesia,True,M,Sugianto,Eddy,1946,51.2%,1119190780753,36.3%,71.5,270203917
2259,1.2,61,Belgium,Deinze,"Textile, chemicals",Manufacturing,Belgium,True,M,Tack,Luc,1961,17.1%,529606710418,79.7%,81.6,11484055
2259,1.2,70,Philippines,Manila,Food,Food & Beverage,Philippines,True,M,Tan Caktiong,Tony,1953,29.6%,376795508680,35.5%,71.1,108116615
2259,1.2,59,China,Changsha,Manufacturing,Manufacturing,China,True,M,Tang,Xiuguo,1963,25.1%,19910000000000,50.6%,77.0,1397715000
2259,1.2,78,Australia,Melbourne,Real estate,Real Estate,Australia,True,M,Tarascio,Sam,1944,19.8%,1392680589329,113.1%,82.7,25766605
2259,1.2,75,Italy,Tombolo,Financial services,Finance & Investments,Italy,False,F,Tombolato,Lina,1947,10.6%,2001244392042,61.9%,82.9,60297396
2259,1.2,60,China,Dongguan,Manufacturing,Manufacturing,China,True,M,Tung,Ching Bor,1963,25.1%,19910000000000,50.6%,77.0,1397715000
2259,1.2,81,Netherlands,Baarn,TV shows,Media & Entertainment,Netherlands,True,M,van den Ende,Joop,1942,15.9%,909070395161,85.0%,81.8,17332850
2259,1.2,54,Armenia,Erevan,Investment banking,Finance & Investments,Armenia,True,M,Vardanyan,Ruben,1968,29.2%,13672802158,54.6%,74.9,2957731
2259,1.2,63,Italy,Milan,Fashion,Fashion & Retail,Italy,True,M,Veronesi,Sandro,1959,10.6%,2001244392042,61.9%,82.9,60297396
2259,1.2,65,Thailand,Bangkok,Real estate,Real Estate,Thailand,True,M,Vijitpongpun,Thongma,1957,13.3%,543649976166,49.3%,76.9,69625582
2259,1.2,65,China,Zhangzhou,Pharmaceuticals,Healthcare,China,True,M,Wang,Fuji,1957,25.1%,19910000000000,50.6%,77.0,1397715000
2259,1.2,54,China,Urumchi,Lithium,Manufacturing,China,True,M,Wang,Xiaoshen,1968,25.1%,19910000000000,50.6%,77.0,1397715000
2259,1.2,87,United States,Jacksonville,Shoes,Diversified,United States,True,M,Weaver,J. Wayne,1935,17.2%,21427700000000,88.2%,78.5,328239523
2259,1.2,67,Israel,Bnei Atarot,Coca Cola Israel,Food & Beverage,Israel,False,F,Wertheim,Drorit,1956,8.2%,395098666122,63.4%,82.8,9053300
2259,1.2,41,United States,New York,Cryptocurrency,Finance & Investments,United States,True,M,Winklevoss,Cameron,1981,17.2%,21427700000000,88.2%,78.5,328239523
2259,1.2,41,United States,New York,Cryptocurrency,Finance & Investments,United States,True,M,Winklevoss,Tyler,1981,17.2%,21427700000000,88.2%,78.5,328239523
2259,1.2,52,China,Xiamen,Apparel,Fashion & Retail,China,True,M,Wu,Yonghua,1971,25.1%,19910000000000,50.6%,77.0,1397715000
2259,1.2,58,China,Guangzhou,Batteries,Manufacturing,China,True,M,Xia,Xinde,1964,25.1%,19910000000000,50.6%,77.0,1397715000
2259,1.2,60,China,Changsha,Manufacturing,Manufacturing,China,True,M,Xiang,Wenbo,1962,25.1%,19910000000000,50.6%,77.0,1397715000
2259,1.2,58,China,Huaibei city,Wine,Food & Beverage,China,True,M,Xu,Jin,1965,25.1%,19910000000000,50.6%,77.0,1397715000
2259,1.2,60,China,Nantong,Manufacturing,Manufacturing,China,True,M,Xu,Shijun,1963,25.1%,19910000000000,50.6%,77.0,1397715000
2259,1.2,78,China,Ningbo,Education,Service,China,True,M,Xu,Wanmao,1945,25.1%,19910000000000,50.6%,77.0,1397715000
2259,1.2,61,China,Hangzhou,Petro Fibre,Manufacturing,China,True,F,Xu,Yuejuan,1962,25.1%,19910000000000,50.6%,77.0,1397715000
2259,1.2,60,Russia,Moscow,Pharmacy,Healthcare,Russia,True,M,Yakunin,Vadim,1963,80.8%,1699876578871,81.9%,72.7,144373535
2259,1.2,46,China,Guangzhou,Retail,Fashion & Retail,China,True,F,Yang,Yunyun,1977,25.1%,19910000000000,50.6%,77.0,1397715000
2259,1.2,37,United States,Berkeley,Data analytics,Technology,Romania,True,M,Zaharia,Matei,1985,17.2%,21427700000000,88.2%,78.5,328239523
2259,1.2,60,China,Nantong,Diversified,Diversified,China,True,M,Zan,Shengda,1963,25.1%,19910000000000,50.6%,77.0,1397715000
2259,1.2,47,China,Jiaxing,Telecom,Technology,China,True,M,Zhang,Xuezheng,1975,25.1%,19910000000000,50.6%,77.0,1397715000
2259,1.2,66,China,Dongguan,Paper manufacturing,Manufacturing,China,True,F,Zhang,Yin,1957,25.1%,19910000000000,50.6%,77.0,1397715000
2259,1.2,56,China,Shanghai,Pharmaceuticals,Healthcare,United States,True,F,Zhao,Ning,1967,25.1%,19910000000000,50.6%,77.0,1397715000
2259,1.2,58,China,Shanghai,Chemicals,Manufacturing,China,True,M,Zhou,Wen,1965,25.1%,19910000000000,50.6%,77.0,1397715000
2259,1.2,63,China,Suzhou,Construction,Construction & Engineering,China,True,M,Zhu,Xingliang,1959,25.1%,19910000000000,50.6%,77.0,1397715000
2405,1.1,66,India,Delhi,Sports shoes,Fashion & Retail,India,True,M,Agarwal,Hari Krishan,1956,80.4%,2611000000000,28.1%,69.4,1366417754
2405,1.1,67,Russia,Moscow,Investments,Energy,Russia,True,M,Akhmedov,Farkhad,1955,80.8%,1699876578871,81.9%,72.7,144373535
2405,1.1,51,United States,New York,Private equity,Finance & Investments,United States,True,M,Bae,Joseph,1972,17.2%,21427700000000,88.2%,78.5,328239523
2405,1.1,42,United States,Rochester,Liquor,Food & Beverage,United States,False,F,Bennett,Abigail,1980,17.2%,21427700000000,88.2%,78.5,328239523
2405,1.1,52,United States,Atlanta,Spanx,Fashion & Retail,United States,True,F,Blakely,Sara,1971,17.2%,21427700000000,88.2%,78.5,328239523
2405,1.1,68,United States,New York,Banking,Finance & Investments,United States,True,M,Blankfein,Lloyd,1954,17.2%,21427700000000,88.2%,78.5,328239523
2405,1.1,61,Ukraine,Dnipro,"Banking, investments",Diversified,Ukraine,True,M,Boholyubov,Henadiy,1962,181.7%,153781069118,82.7%,71.6,44385155
2405,1.1,56,Switzerland,Lens,Real estate,Real Estate,Switzerland,True,M,Bonvin,Stephane,1967,-0.5%,703082435360,59.6%,83.6,8574832
2405,1.1,58,Switzerland,Lipperswil,Diversified,Diversified,Russia,True,M,Boyko,Oleg,1964,-0.5%,703082435360,59.6%,83.6,8574832
2405,1.1,28,United States,Miami,E-commerce software,Technology,United States,True,M,Breslow,Ryan,1994,17.2%,21427700000000,88.2%,78.5,328239523
2405,1.1,72,Germany,St. Wendel,Retail,Fashion & Retail,Germany,False,M,Bruch,Thomas,1950,12.8%,3845630030824,70.2%,80.9,83132799
2405,1.1,61,Indonesia,Jakarta,Data centers,Technology,Indonesia,True,F,Budiman,Marina,1961,51.2%,1119190780753,36.3%,71.5,270203917
2405,1.1,80,India,Delhi,Consumer goods,Food & Beverage,India,False,M,Burman,Pradip,1942,80.4%,2611000000000,28.1%,69.4,1366417754
2405,1.1,65,China,Lianyungang,Pharmaceuticals,Healthcare,China,True,M,Cai,Hongbin,1957,25.1%,19910000000000,50.6%,77.0,1397715000
2405,1.1,60,China,Quzhou,Air compressors,Manufacturing,China,True,M,Cao,Kejian,1962,25.1%,19910000000000,50.6%,77.0,1397715000
2405,1.1,82,Italy,Milan,Supermarkets,Food & Beverage,Italy,False,F,Caprotti,Giuliana,1940,10.6%,2001244392042,61.9%,82.9,60297396
2405,1.1,45,Italy,Milan,Supermarkets,Food & Beverage,Italy,False,F,Caprotti,Marina,1978,10.6%,2001244392042,61.9%,82.9,60297396
2405,1.1,40,China,Beijing,Technology,Technology,China,True,M,Chang,Jing,1982,25.1%,19910000000000,50.6%,77.0,1397715000
2405,1.1,61,China,Linhai,Pharmaceutical,Healthcare,China,True,M,Chen,Baohua,1962,25.1%,19910000000000,50.6%,77.0,1397715000
2405,1.1,55,China,Guangzhou,Solar energy,Energy,China,True,M,Chen,Gang,1968,25.1%,19910000000000,50.6%,77.0,1397715000
2405,1.1,47,China,Shanghai,Package delivery,Logistics,China,True,F,Chen,Liying,1975,25.1%,19910000000000,50.6%,77.0,1397715000
2405,1.1,55,China,Shantou,Stationery,Manufacturing,China,True,F,Chen,Xueling,1967,25.1%,19910000000000,50.6%,77.0,1397715000
2405,1.1,58,China,Changzhou,Poultry breeding,Food & Beverage,China,True,M,Cheng,Lili,1965,25.1%,19910000000000,50.6%,77.0,1397715000
2405,1.1,61,United States,Las Vegas,Semiconductors,Technology,United States,True,F,Dai,Weili,1961,17.2%,21427700000000,88.2%,78.5,328239523
2405,1.1,65,Spain,Barcelona,Coca-Cola bottler,Food & Beverage,Spain,False,F,Daurella Aguilera,Carmen,1957,11.0%,1394116310769,88.9%,83.3,47076781
2405,1.1,72,China,Zhongshan,Paper,Manufacturing,China,True,M,Deng,Yingzhong,1951,25.1%,19910000000000,50.6%,77.0,1397715000
2405,1.1,87,Israel,Tel Aviv,Insurance,Finance & Investments,Israel,True,M,Eliahu,Shlomo,1936,8.2%,395098666122,63.4%,82.8,9053300
2405,1.1,65,United Kingdom,Cardiff,Insurance,Finance & Investments,United States,True,M,Engelhardt,Henry,1958,19.6%,2827113184696,60.0%,81.3,66834405
2405,1.1,88,Spain,Palma de Majorca,Hotels,Service,Spain,True,M,Escarrer,Gabriel,1935,11.0%,1394116310769,88.9%,83.3,47076781
2405,1.1,63,Brazil,São Paulo,Pulp and paper,Manufacturing,Brazil,False,M,Feffer,Daniel,1959,67.4%,1839758040766,51.3%,75.7,212559417
2405,1.1,53,Brazil,São Paulo,Pulp and paper,Manufacturing,Brazil,False,M,Feffer,Ruben,1957,67.4%,1839758040766,51.3%,75.7,212559417
2405,1.1,56,Cyprus,Limassol,Investments,Telecom,Russia,True,M,Fetisov,Gleb,1966,2.5%,24564647935,75.9%,80.8,1198575
2405,1.1,79,United States,Brookline,Reebok,Fashion & Retail,United States,True,M,Fireman,Paul,1944,17.2%,21427700000000,88.2%,78.5,328239523
2405,1.1,69,United States,San Francisco,Gap,Fashion & Retail,United States,False,M,Fisher,Robert,1953,17.2%,21427700000000,88.2%,78.5,328239523
